date,state,update_time,last_check,positives_total,positives_white,positives_black,positives_latinx,positives_asian,positives_aiain,positives_nhpi,positives_multiracial,positives_other,positives_race_unknown,positives_percent_race_unknown,positives_hispanic,positives_nonhispanic,positives_ethnicity_unknown,positives_percent_ethnicity_unknown,total_deaths,deaths_white,deaths_black,deaths_latinx,deaths_asian,deaths_aian,deaths_nhpi,deaths_multiracial,deaths_other,deaths_race_unknown,deaths_percent_race_unknown,deaths_hispanic,deaths_nonhispanic,deaths_ethnicity_unknown,deaths_percent_ethnicity_unknown,negatives_white,negatives_black,negatives_latinx,negatives_asian,negatives_aian,negatives_nhpi,negatives_multiracial,negatives_other,negatives_race_unknown,negatives_percent_race_unknown,negatives_hispanic,negatives_nonhispanic,negatives_ethnicity_unknown,negatives_percent_ethnicity_unknown,,,,,,,,,,,,,,,,,,,
20200510,OH,5/10/20 14:00,5/10/20 22:20,24081,12337,6144,,415,20,49,799,1448,2869,12%,1303,15606,7172,30%,1341,1017,218,,10,,,15,10,71,5%,18,1220,103,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,OK,5/10/20 0:00,5/10/20 22:40,4589,3194,315,,104,311,,,185,480,10%,637,3322,628,14%,272,206,22,,2,21,,,7,12,4%,5,239,27,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,OR,5/10/20 11:00,5/10/20 22:48,2742,1456,69,,100,45,27,58,700,773,24%,797,1641,790,24%,109,81,5,,6,2,1,1,6,25,20%,7,88,32,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,PA,5/10/20 0:00,5/10/20 22:53,56611,13526,6411,,682,,,,284,35708,63%,,,,,3707,1357,388,,40,,,,11,1911,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,PR,5/10/20 2:51,5/10/20 22:55,2198,,,,,,,,,2198,100%,,,,,111,,,,,,,,,111,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,RI,5/10/20 12:00,5/10/20 23:01,11274,3764,1254,4246,,,,0,386,1624,14%,4246,5404,1624,14%,422,269,20,44,,,,0,6,83,20%,44,295,83,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,SC,5/10/20 16:30,5/10/20 23:07,7653,2966,3034,0,67,,,,269,1317,17%,450,5083,2120,28%,331,161,122,,3,,,,3,42,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,SD,5/9/20 18:00,5/10/20 23:13,3517,1058,761,611,427,198,,,462,,0%,611,2906,,,34,,,,,,,,,34,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,TN,5/10/20 15:00,5/10/20 22:12,14985,6016,3087,,342,,,,1062,4478,30%,1715,7843,5427,36%,243,146,76,,6,,,,7,8,3%,8,225,10,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,TX,5/10/20 16:35,5/10/20 22:26,38869,3864,2119,5429,483,,,,92,26882,69%,5429,6558,26882,69%,1088,176,66,117,6,,,,1,722,66%,117,249,722,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,UT,5/10/20 15:00,5/10/20 22:40,6251,2496,172,,145,176,183,,658,667,15%,2365,3219,667,11%,67,,,,,,,,,67,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,VA,5/9/20 17:00,5/10/20 22:51,24081,8075,4031,,,,,,4742,7233,30%,6476,9329,8276,34%,839,451,187,,,,,,92,109,13%,55,599,185,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,VI,5/9/20 7:06,5/10/20 22:55,69,,,,,,,,,69,100%,,,,,4,,,,,,,,,4,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,VT,5/10/20 0:00,5/10/20 23:03,927,808,20,,10,1,,,16,72,8%,20,773,134,14%,53,49,,,2,,,,2,0,0%,0,51,2,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,WA,5/10/20 2:59,5/10/20 23:18,16891,5034,795,3718,946,128,229,217,213,5611,33%,3718,7562,5611,33%,931,622,28,75,79,7,5,10,19,86,9%,75,770,86,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,WI,5/10/20 0:00,5/10/20 23:25,10219,5504,2111,,365,119,,,1059,1061,10%,3070,6014,1135,11%,400,266,117,,6,5,,,2,4,1%,32,362,6,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,WV,5/10/20 17:00,5/10/20 23:33,1362,1101,99,,,,,,159,3,0%,,,,,50,2,1,,,,,,,47,94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,WY,5/10/20 16:00,5/10/20 23:41,504,247,8,66,5,149,,,15,39,7%,66,424,39,7%,7,,,,,,,,,7,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,AK,5/5/20 0:00,5/6/20 22:13,372,225,9,,44,22,13,11,9,39,10%,32,277,63,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(4/29 SPA) The dashboard no longer holds data regarding Ethinicity and Death.,,,,,,,,,,,,,,,,,,
20200506,AL,5/6/20 0:00,5/6/20 22:19,8691,3877,3351,,57,,,,304,1102,13%,601,6493,1597,18%,343,170,155,,3,,,,5,8,2%,8,297,37,11%,,,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,,,,
20200506,AR,5/5/20 12:00,5/6/20 22:26,3496,1804,1181,,43,9,40,16,114,289,8%,,,,,82,48,28,,,,1,,4,1,1%,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,,,,
20200506,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,AZ,5/6/20 0:00,5/6/20 22:32,9707,2388,301,1574,108,1144,,,195,3997,41%,1574,4136,3997,41%,426,195,13,65,5,80,,,7,61,14%,65,300,61,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,CA,5/5/20 0:00,5/6/20 22:26,58815,9998,2456,19333,4519,74,428,339,2365,19303,33%,19333,20179,19303,33%,2325,766,230,784,371,8,21,9,39,97,4%,784,1541,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,CO,5/6/20 6:00,5/6/20 22:29,17830,8424,1346,6907,520,89,96,263,181,,,6907,10919,,,921,632,64,167,33,3,5,8,5,,0%,167,750,,0%,,,,,,,,,,,,,,,CO excludes cases/deaths for which races/ethnicity are unknown,,,,,,,,,,,,,,,,,,
20200506,CT,5/5/20 8:30,5/6/20 22:44,30995,10178,3790,5194,448,,,,164,11146,36%,5194,10178,11146,42%,2718,1943,409,240,26,,,,15,74,3%,240,1943,74,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,DC,5/5/20 0:00,5/6/20 23:04,5461,847,2550,,73,14,10,,1124,843,15%,1254,3083,1206,22%,277,29,220,21,5,,,,2,0,0%,21,256,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,DE,5/6/20 15:35,5/6/20 22:17,5778,1508,1604,1383,1,,,,335,862,15%,1383,3533,862,15%,193,111,53,8,1,,,,3,17,9%,8,168,17,9%,9783,4117,1136,336,,,1417,,3901,19%,1136,15653,3901,19%,,,,,,,,,,,,,,,,,,,
20200506,FL,5/6/20 7:45,5/6/20 22:23,37020,10395,6667,11514,,,,,1543,6901,19%,11514,17229,8277,22%,1539,758,324,324,,,,,55,78,5%,324,1065,150,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,GA,5/6/20 17:25,5/6/20 22:30,30738,9390,11143,,451,41,15,,1694,8004,26%,3082,16608,11048,36%,1327,589,652,,25,2,3,,26,30,2%,48,1228,51,4%,,,,,,,,,,,,,,,"Download ZIP file with CSVs, copy the data from the demographics.csv
Be sure to double-check that the categories are matching correctly from columns I-J to columns D-E because sometimes the order of categories shifts.",,,,,,,,,,,,,,,,,,
20200506,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,HI,4/30/20 0:00,5/6/20 22:32,656,178,5,,189,,80,149,11,44,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,IA,5/5/20 12:00,5/6/20 23:01,10392,5545,1352,,915,,,,208,2372,23%,2382,5805,2216,21%,207,161,15,,7,1,4,,,19,9%,14,167,26,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,ID,5/6/20 19:00,5/6/20 23:24,2158,1118,21,,32,19,3,64,194,,0%,315,1059,,0%,66,59,1,,2,,,,,4,6%,4,58,4,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,IL,5/6/20 0:00,5/6/20 23:30,68232,14809,13277,17240,2203,99,73,,2766,17765,26%,17240,33227,17765,26%,2974,1262,998,457,124,5,3,,25,25,1%,457,2417,100,3%,68299,24786,10973,4652,176,112,,12795,171235,58%,10973,98025,171235,61%,,,,,,,,,,,,,,,,,,,
20200506,IN,5/6/20 17:00,5/6/20 22:19,21870,9666,3127,,328,,,,3346,5423,25%,2187,8157,11547,53%,1264,803,206,,7,,,,137,108,9%,16,704,543,43%,,,,,,,,,,,,,,,"Cntrl+F ""Demographic Distributions"" and copy from the charts.",,,,,,,,,,,,,,,,,,
20200506,KS,5/6/20 9:00,5/6/20 22:31,5734,3382,613,,275,18,,,150,1296,23%,2044,2378,1312,23%,144,92,46,,0,1,,,0,5,3%,8,124,12,8%,16996,1552,,360,137,,,1277,16058,44%,2141,14769,19470,54%,,,,,,,,,,,,,,,,,,,
20200506,KY,5/6/20 0:00,5/6/20 22:47,5934,3375,628,,3,0,0,2,,1926,32%,518,3835,1581,27%,283,197,45,,5,,,2,,34,12%,3,231,49,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,LA,5/6/20 0:00,5/6/20 22:55,,,,,,,,,,,,,,,,2064,833,1184,,16,0,4,,16,8,0%,36,1647,379,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,MA,5/6/20 0:00,5/6/20 23:08,72025,16925,5257,9363,1152,,,,2592,36804,51%,9363,25926,36804,51%,4420,1688,243,238,79,,,,132,2042,46%,238,2142,2042,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,MD,5/6/20 10:00,5/6/20 23:19,28163,6280,9648,5394,580,,,,986,5275,19%,5394,17494,5275,19%,1338,562,542,91,48,,,,17,78,6%,91,1169,78,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,ME,5/6/20 15:30,5/6/20 22:16,1254,829,73,,20,2,,2,26,302,24%,32,781,441,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,MI,5/6/20 15:00,5/6/20 22:23,45054,15318,14417,,901,225,,3153,1802,9010,20%,2252,27482,15318,34%,4270,2040,1742,,42,21,,85,85,255,6%,85,3357,807,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,MN,5/6/20 12:00,5/6/20 22:27,8579,3174,1372,,343,85,42,171,772,2745,21%,1201,4203,3174,37%,485,334,24,,4,4,0,4,2,106,22%,9,344,126,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,MO,5/6/20 15:00,5/6/20 22:36,9102,3731,2821,,,,,273,364,1911,21%,546,5825,2730,30%,396,162,122,,,,,11,15,83,21%,15,297,83,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,MS,5/5/20 19:00,5/6/20 23:05,8424,2290,3878,427,,,,,262,1567,19%,,,,,374,129,170,5,,,,,6,64,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,MT,5/6/20 12:00,5/6/20 22:50,456,421,2,,1,24,,,2,6,1%,8,427,21,5%,,12,,,,4,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,NC,5/6/20 10:45,5/6/20 22:54,12758,4979,3451,,228,83,21,,725,3271,26%,1840,6586,4332,34%,477,273,158,,6,1,1,,15,23,5%,17,387,73,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,NH,4/27/20 0:00,5/6/20 22:57,1938,1205,86,103,49,,,,82,413,21%,,,,,60,36,0,3,0,,,,1,20,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,NJ,5/3/20 13:00,5/6/20 22:19,,,,,,,,,,,,,,,,8549,3420,1282,1125,347,,,,340,2035,24%,1125,5389,2035,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,NM,5/6/20 18:01,5/6/20 22:24,4291,659,135,898,42,2394,,,,133,3%,898,3230,133,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,NY,5/6/20 14:00,5/6/20 22:35,,,,,,,,,,,,,,,,20597,5200,3262,3595,815,,,,553,7170,35%,3595,5668,5044,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,OH,5/6/20 14:00,5/6/20 23:26,21576,11143,5543,,349,17,32,749,1218,2525,12%,1046,13850,6680,31%,1225,906,192,,7,,,19,11,90,7%,17,1065,143,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,OK,5/6/20 0:00,5/6/20 22:45,4201,2994,271,,91,291,,,160,394,9%,541,3096,562,13%,253,193,21,,2,19,,,7,11,4%,5,221,26,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,OR,5/5/20 11:00,5/6/20 22:54,2742,1456,69,,100,45,27,58,700,287,10%,797,1641,304,11%,109,81,5,,6,2,1,1,6,7,6%,7,88,14,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,PA,5/6/20 0:00,5/6/20 22:55,51845,11937,5700,,613,,,,254,33341,64%,,,,,3106,1147,317,,34,,,,10,1598,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,RI,5/6/20 12:00,5/6/20 23:19,9652,3764,1254,4246,,,,0,386,2,0%,4246,5404,2,0%,341,269,20,44,,,,0,6,2,1%,44,295,2,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,SC,5/6/20 16:20,5/6/20 23:11,6936,2752,2752,0,62,,,,250,1120,16%,418,4717,1801,26%,305,129,126,,0,,,,8,42,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,SD,5/5/20 18:00,5/6/20 23:22,2779,932,511,504,309,157,,,366,,0%,504,2275,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scroll down to 'COVID-19 IN SOUTH DAKOTA' and click on demographics tab (in the middle)
Hover over the bars to get numbers (rather than %s)",,,,,,,,,,,,,,,,,,
20200506,TN,5/6/20 15:00,5/6/20 22:14,13938,5575,2854,,320,,,,937,4252,31%,1369,7386,5183,37%,239,145,72,,6,,,,5,11,5%,8,218,13,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,TX,5/6/20 13:20,5/6/20 22:26,34422,3462,1885,4695,461,,,,85,23834,69%,4695,7618,23834,66%,948,164,60,98,6,,,,1,619,65%,98,345,619,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,UT,5/6/20 15:00,5/6/20 22:31,5595,2299,141,,131,150,143,,582,616,15%,2069,2910,616,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,VA,5/4/20 17:00,5/6/20 22:38,20256,6934,3593,,,,,,3544,6185,31%,4963,8007,7286,36%,713,377,164,,,,,,69,103,14%,40,497,176,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,VT,5/6/20 10:17,5/6/20 22:44,908,794,19,,10,1,,,18,66,7%,20,759,129,14%,52,45,,,2,,,,5,0,0%,1,48,3,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,WA,5/6/20 2:59,5/6/20 22:53,15905,4773,730,3179,951,157,200,1,195,5719,36%,3179,7007,5719,36%,870,587,26,65,76,7,4,10,16,79,9%,65,726,79,9%,,,,,,,,,,,,,,,Scroll down for table view of confirmed cases and deaths by race/ethnicity,,,,,,,,,,,,,,,,,,
20200506,WI,5/6/20 0:00,5/6/20 22:57,8901,4751,1903,,319,90,,,867,971,11%,2539,5311,1051,12%,362,235,109,,6,4,,,3,5,1%,30,323,9,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,WV,5/6/20 17:00,5/6/20 22:59,1276,1041,93,,,,,,137,5,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,WY,5/6/20 15:27,5/6/20 23:05,436,244,8,,4,128,,,14,38,9%,63,398,38,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,AK,5/3/20 14:00,5/3/20 22:16,368,216,8,,44,22,10,11,9,48,13%,30,265,73,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(4/29 SPA) The dashboard no longer holds data regarding Ethinicity and Death.,,,,,,,,,,,,,,,,,,
20200503,AL,5/3/20 0:00,5/3/20 22:27,7888,3518,3002,,56,,,,241,1068,14%,459,5871,1557,20%,290,145,129,,2,,,,2,8,3%,8,254,28,10%,,,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,,,,
20200503,AR,5/3/20 3:40,5/3/20 22:42,3431,1762,1139,,41,9,37,15,108,320,9%,,,,,76,44,25,,1,0,0,,2,4,5%,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,,,,
20200503,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,AZ,5/3/20 0:00,5/3/20 22:53,8640,2243,278,1407,96,1056,,,172,3388,39%,1407,3845,3388,39%,362,167,12,54,4,70,,,8,47,13%,54,261,47,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,CA,5/2/20 0:00,5/3/20 23:05,53616,9449,2289,17127,4244,70,412,309,2151,17565,33%,17127,18924,17565,33%,2138,721,214,704,345,7,20,8,35,84,4%,704,1434,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,CO,5/3/20 18:00,5/3/20 22:14,16653,8129,1260,6278,434,83,89,223,154,,,6278,33948,,,842,588,53,150,30,2,5,8,3,,0%,150,1221,,0%,,,,,,,,,,,,,,,Colorado excludes cases/deaths for which races/ethnicity are unknown,,,,,,,,,,,,,,,,,,
20200503,CT,5/3/20 16:00,5/3/20 22:21,29287,9370,3435,4597,421,,,,215,11249,38%,4597,13441,11249,38%,2495,1797,371,218,22,,,,24,63,3%,218,2214,63,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,DC,5/2/20 0:00,5/3/20 22:30,5016,789,2341,,72,13,10,990,,801,16%,954,2854,1189,24%,251,27,198,19,5,,,,2,0,0%,19,232,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,DE,5/3/20 12:34,5/3/20 22:36,5208,1349,1455,1148,1,,,295,,883,17%,1148,3177,883,17%,177,102,46,7,1,,,3,,18,10%,7,152,18,10%,8926,3721,1029,307,,,1138,,3408,18%,1029,14092,3408,18%,,,,,,,,,,,,,,,,,,,
20200503,FL,5/3/20 9:35,5/3/20 22:39,35158,18070,6584,,,,,,3002,7502,21%,10639,16045,8474,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,GA,5/3/20 22:35,5/3/20 23:22,28661,8491,10327,,409,37,12,,1476,7909,28%,2662,15229,10770,38%,1181,500,610,,22,2,0,,20,27,2%,37,1088,56,5%,,,,,,,,,,,,,,,"Download ZIP file with CSVs, copy the data from the demographics.csv",,,,,,,,,,,,,,,,,,
20200503,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,HI,4/30/20 0:00,5/3/20 23:24,656,178,5,,189,,80,149,11,44,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,IA,5/2/20 12:00,5/3/20 22:22,9175,4813,1182,,,,788,,174,2218,24%,2044,5033,2081,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,ID,5/2/20 0:00,5/3/20 22:33,,,,,,,,,,,,,,,,64,60,1,,2,,,,,1,2%,5,58,1,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,IL,5/3/20 0:00,5/3/20 22:46,61499,13566,12240,14502,2001,82,67,,2524,16517,27%,14502,30480,16517,27%,2618,1096,904,379,111,3,3,,30,30,1%,379,2147,92,4%,59765,22509,9087,4112,162,98,,11408,150673,58%,9087,86646,150673,61%,"4/22 BL: Tested figures have gone down for all race categories except ""Left blank.""",,,,,,,,,,,,,,,,,,
20200503,IN,5/3/20 13:00,5/3/20 22:53,19933,9149,2970,,298,,,,2950,4564,23%,1853,7614,10464,53%,1132,724,191,,4,,,,127,84,7%,15,630,485,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,KS,5/3/20 10:00,5/3/20 23:05,5030,2984,535,,224,17,,,138,1132,23%,1803,2115,1112,22%,134,84,41,,0,1,,,0,8,6%,5,113,16,12%,14490,1285,,318,121,,,1050,14484,46%,1830,12704,17214,54%,,,,,,,,,,,,,,,,,,,
20200503,KY,5/3/20 0:00,5/3/20 23:14,5130,2984,532,,3,0,0,2,,1609,31%,421,3378,1331,26%,253,173,40,,4,,,2,,34,13%,2,204,47,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,LA,4/27/20 0:00,5/3/20 23:25,,,,,,,,,,,,,,,,1670,638,973,,13,0,4,,14,24,1%,27,1269,372,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,MA,5/3/20 10:00,5/3/20 23:13,68087,15455,4902,8442,1021,,,,2383,35881,53%,8442,23761,35881,53%,4004,1477,216,216,72,,,,116,1905,48%,216,1881,1905,48%,,,,,,,,,,,,,,,4/22 BL: MA is also reporting race data for hospitalizations,,,,,,,,,,,,,,,,,,
20200503,MD,5/3/20 10:00,5/3/20 23:07,25462,5698,8871,4625,530,,,,989,4749,19%,4625,16088,4749,19%,1182,486,500,78,39,,,,18,61,5%,78,1043,61,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,ME,4/29/20 12:45,5/3/20 23:04,1185,731,41,,13,1,,2,18,379,32%,23,665,497,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,MI,5/3/20 11:00,5/3/20 22:56,43754,14438,14001,,875,218,,3062,1750,9188,21%,1750,26252,15751,36%,4065,1943,1660,,40,20,,80,80,242,6%,80,3158,809,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,MN,5/2/20 17:00,5/3/20 22:10,6663,2731,999,,266,66,33,133,666,1865,28%,932,3531,2198,33%,419,289,16,,4,4,0,4,2,96,23%,8,289,117,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,MO,5/3/20 15:00,5/3/20 22:14,8386,3438,2515,,,,,251,251,1928,23%,503,5199,2683,32%,352,144,105,,,,,10,10,80,23%,17,249,84,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,MS,5/2/20 19:00,5/3/20 22:20,7550,2504,3951,,,,,,802,293,4%,,,,,303,130,171,,,,,,2,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,MT,5/3/20 12:00,5/3/20 22:23,455,422,2,,1,23,,,2,5,1%,8,427,20,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,NC,5/3/20 11:00,5/3/20 22:33,11664,4526,3221,,208,62,22,,613,3012,26%,1486,6149,4029,35%,422,244,135,,5,1,1,,11,25,6%,11,346,65,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,NH,4/27/20 0:00,5/3/20 22:36,1938,1205,86,103,49,,,,82,413,21%,,,,,60,36,0,3,0,,,,1,20,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,NJ,5/3/20 13:00,5/3/20 22:46,,,,,,,,,,,,,,,,7871,3420,1282,1125,347,,,,340,1357,51%,1125,5389,1357,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,NM,5/3/20 17:58,5/3/20 22:49,3850,608,106,762,51,2056,,,,235,6%,762,2821,235,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,NY,5/3/20 14:00,5/3/20 22:18,,,,,,,,,,,,,,,,19189,4974,3116,3443,784,,,,526,6346,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,OH,5/3/20 14:00,5/3/20 23:33,19914,10337,5083,,302,21,17,705,1118,2331,12%,886,12720,6308,32%,1038,764,172,,3,,,16,7,76,7%,15,909,114,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,OK,5/3/20 0:00,5/3/20 22:29,3972,2780,247,,84,275,,148,,438,,,,,,238,183,21,,2,18,,6,,8,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,OR,4/29/20 11:00,5/3/20 22:33,2345,1280,58,,80,29,26,51,556,265,11%,638,1424,283,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
